length, amount, time, algorithm, discard
1000000000,     200,      57.22,                  floyd_sorted_vec, 1
1000000000,     500,      67.22,                  floyd_sorted_vec, 1
1000000000,    1000,      79.80,                  floyd_sorted_vec, 1
1000000000,   10000,     293.49,                  floyd_sorted_vec, 1
1000000000,   20000,     584.48,                  floyd_sorted_vec, 1
1000000000,   50000,    1562.15,                  floyd_sorted_vec, 1
1000000000,  100000,    4054.18,                  floyd_sorted_vec, 4
1000000000,  200000,    9180.76,                  floyd_sorted_vec, 11
        10,       1,     109.73,                       floyd_btree, 1
        10,       2,      78.87,                       floyd_btree, 1
        10,       5,      63.51,                       floyd_btree, 1
        10,       9,      67.83,                       floyd_btree, 1
        10,      10,      69.87,                       floyd_btree, 1
       100,       1,     104.99,                       floyd_btree, 1
       100,       2,      71.95,                       floyd_btree, 1
       100,       5,      56.79,                       floyd_btree, 1
       100,      10,      57.80,                       floyd_btree, 1
       100,      20,      73.16,                       floyd_btree, 1
       100,      50,      83.50,                       floyd_btree, 1
       100,      90,      94.53,                       floyd_btree, 1
       100,      95,      97.34,                       floyd_btree, 1
       100,     100,     101.97,                       floyd_btree, 1
       500,       1,     101.12,                       floyd_btree, 1
       500,       2,      67.86,                       floyd_btree, 1
       500,       5,      50.77,                       floyd_btree, 1
       500,      10,      53.69,                       floyd_btree, 1
       500,      20,      65.25,                       floyd_btree, 1
       500,      25,      68.30,                       floyd_btree, 1
       500,      50,      73.47,                       floyd_btree, 1
       500,     100,      79.22,                       floyd_btree, 1
       500,     200,      92.03,                       floyd_btree, 1
       500,     250,      97.06,                       floyd_btree, 1
       500,     450,     111.48,                       floyd_btree, 1
       500,     475,     114.02,                       floyd_btree, 1
       500,     500,     117.01,                       floyd_btree, 1
      1000,       1,     101.31,                       floyd_btree, 1
      1000,       2,      67.91,                       floyd_btree, 1
      1000,       5,      50.93,                       floyd_btree, 1
      1000,      10,      51.19,                       floyd_btree, 1
      1000,      20,      65.03,                       floyd_btree, 1
      1000,      50,      72.01,                       floyd_btree, 1
      1000,     100,      76.57,                       floyd_btree, 1
      1000,     200,      86.85,                       floyd_btree, 1
      1000,     500,     101.96,                       floyd_btree, 1
      1000,     900,     117.84,                       floyd_btree, 1
      1000,     950,     121.55,                       floyd_btree, 1
      1000,    1000,     125.04,                       floyd_btree, 1
   1000000,       1,     101.86,                       floyd_btree, 1
   1000000,       2,      68.26,                       floyd_btree, 1
   1000000,       5,      51.35,                       floyd_btree, 1
   1000000,      10,      51.42,                       floyd_btree, 1
   1000000,      20,      64.85,                       floyd_btree, 1
   1000000,      50,      71.31,                       floyd_btree, 1
   1000000,     100,      74.67,                       floyd_btree, 1
   1000000,     200,      82.34,                       floyd_btree, 1
   1000000,     500,      90.93,                       floyd_btree, 1
   1000000,    1000,      92.53,                       floyd_btree, 1
   1000000,   10000,     114.40,                       floyd_btree, 1
   1000000,   20000,     121.89,                       floyd_btree, 1
   1000000,   50000,     136.45,                       floyd_btree, 1
   1000000,  100000,     149.09,                       floyd_btree, 1
   1000000,  200000,     176.85,                       floyd_btree, 1
   1000000,  500000,     234.48,                       floyd_btree, 1
   1000000,  900000,     302.69,                       floyd_btree, 2
   1000000,  950000,     315.62,                       floyd_btree, 2
1000000000,       1,     102.14,                       floyd_btree, 1
1000000000,       2,      68.65,                       floyd_btree, 1
1000000000,       5,      51.56,                       floyd_btree, 1
1000000000,      10,      51.97,                       floyd_btree, 1
1000000000,      20,      65.52,                       floyd_btree, 1
1000000000,      50,      71.81,                       floyd_btree, 1
1000000000,     100,      75.10,                       floyd_btree, 1
1000000000,     200,      82.85,                       floyd_btree, 1
1000000000,     500,      87.75,                       floyd_btree, 1
1000000000,    1000,      92.43,                       floyd_btree, 1
1000000000,   10000,     113.15,                       floyd_btree, 1
1000000000,   20000,     121.22,                       floyd_btree, 1
1000000000,   50000,     134.10,                       floyd_btree, 1
1000000000,  100000,     145.42,                       floyd_btree, 1
1000000000,  200000,     157.31,                       floyd_btree, 1
1000000000,  500000,     204.67,                       floyd_btree, 1
1000000000,  900000,     277.48,                       floyd_btree, 2
1000000000,  950000,     281.33,                       floyd_btree, 2
        10,       1,      72.79,                           inplace, 1
        10,       2,      47.56,                           inplace, 1
        10,       5,      30.75,                           inplace, 1
        10,       9,      29.00,                           inplace, 1
        10,      10,      28.65,                           inplace, 1
       100,       1,      81.06,                           inplace, 1
       100,       2,      48.19,                           inplace, 1
       100,       5,      29.09,                           inplace, 1
       100,      10,      24.93,                           inplace, 1
       100,      20,      20.92,                           inplace, 1
       100,      50,      19.71,                           inplace, 1
       100,      90,      18.92,                           inplace, 1
       100,      95,      18.85,                           inplace, 1
       100,     100,      19.14,                           inplace, 1
       500,       1,     129.51,                           inplace, 1
       500,       2,      70.02,                           inplace, 1
       500,       5,      35.14,                           inplace, 1
       500,      10,      23.75,                           inplace, 1
       500,      20,      17.60,                           inplace, 1
       500,      25,      16.98,                           inplace, 1
       500,      50,      14.52,                           inplace, 1
       500,     100,      14.25,                           inplace, 1
       500,     200,      16.06,                           inplace, 1
       500,     250,      17.30,                           inplace, 1
       500,     450,      16.80,                           inplace, 1
       500,     475,      17.43,                           inplace, 1
       500,     500,      17.02,                           inplace, 1
      1000,       1,     199.49,                           inplace, 1
      1000,       2,     105.02,                           inplace, 1
      1000,       5,      49.40,                           inplace, 1
      1000,      10,      30.86,                           inplace, 1
      1000,      20,      20.95,                           inplace, 1
      1000,      50,      15.43,                           inplace, 1
      1000,     100,      13.78,                           inplace, 1
      1000,     200,      13.84,                           inplace, 1
      1000,     500,      17.07,                           inplace, 1
      1000,     900,      16.57,                           inplace, 1
      1000,     950,      16.63,                           inplace, 1
      1000,    1000,      16.69,                           inplace, 1
   1000000,       1, 3164980.00,                           inplace, 1
   1000000,       2, 1578453.00,                           inplace, 1
   1000000,       5,  613500.56,                           inplace, 1
   1000000,      10,  307115.44,                           inplace, 1
   1000000,      20,  153652.48,                           inplace, 1
   1000000,      50,   61655.11,                           inplace, 1
   1000000,     100,   30855.54,                           inplace, 1
   1000000,     200,   15454.64,                           inplace, 1
   1000000,     500,    6188.27,                           inplace, 1
   1000000,    1000,    3092.80,                           inplace, 1
   1000000,   10000,     371.67,                           inplace, 1
   1000000,   20000,     205.22,                           inplace, 1
   1000000,   50000,     106.65,                           inplace, 1
   1000000,  100000,      74.93,                           inplace, 1
   1000000,  200000,      56.40,                           inplace, 1
   1000000,  500000,      41.92,                           inplace, 1
   1000000,  900000,      32.55,                           inplace, 1
   1000000,  950000,      30.48,                           inplace, 1
        10,       1,     234.25,                       inplace_rev, 1
        10,       2,     104.98,                       inplace_rev, 1
        10,       5,      30.76,                       inplace_rev, 1
        10,       9,       9.03,                       inplace_rev, 1
        10,      10,       6.21,                       inplace_rev, 1
       100,       1,    1730.00,                       inplace_rev, 1
       100,       2,     853.90,                       inplace_rev, 1
       100,       5,     330.95,                       inplace_rev, 1
       100,      10,     158.37,                       inplace_rev, 1
       100,      20,      70.97,                       inplace_rev, 1
       100,      50,      19.56,                       inplace_rev, 1
       100,      90,       3.79,                       inplace_rev, 1
       100,      95,       2.78,                       inplace_rev, 1
       100,     100,       1.91,                       inplace_rev, 1
       500,       1,    7908.08,                       inplace_rev, 1
       500,       2,    3894.35,                       inplace_rev, 1
       500,       5,    1553.35,                       inplace_rev, 1
       500,      10,     772.20,                       inplace_rev, 1
       500,      20,     374.08,                       inplace_rev, 1
       500,      25,     296.66,                       inplace_rev, 1
       500,      50,     141.50,                       inplace_rev, 1
       500,     100,      62.72,                       inplace_rev, 1
       500,     200,      23.85,                       inplace_rev, 1
       500,     250,      17.10,                       inplace_rev, 1
       500,     450,       2.65,                       inplace_rev, 1
       500,     475,       2.00,                       inplace_rev, 1
       500,     500,       1.40,                       inplace_rev, 1
      1000,       1,   15472.77,                       inplace_rev, 1
      1000,       2,    7988.69,                       inplace_rev, 1
      1000,       5,    3111.38,                       inplace_rev, 1
      1000,      10,    1533.12,                       inplace_rev, 1
      1000,      20,     758.85,                       inplace_rev, 1
      1000,      50,     293.97,                       inplace_rev, 1
      1000,     100,     139.87,                       inplace_rev, 1
      1000,     200,      62.19,                       inplace_rev, 1
      1000,     500,      16.86,                       inplace_rev, 1
      1000,     900,       2.58,                       inplace_rev, 1
      1000,     950,       1.95,                       inplace_rev, 1
      1000,    1000,       1.38,                       inplace_rev, 1
   1000000,       1, 28381792.00,                       inplace_rev, 1
   1000000,       2, 14275098.00,                       inplace_rev, 1
   1000000,       5, 5802487.50,                       inplace_rev, 1
   1000000,      10, 2896232.00,                       inplace_rev, 1
   1000000,      20, 1456768.12,                       inplace_rev, 1
   1000000,      50,  580522.88,                       inplace_rev, 1
   1000000,     100,  291444.34,                       inplace_rev, 1
   1000000,     200,  144212.70,                       inplace_rev, 1
   1000000,     500,   58047.82,                       inplace_rev, 1
   1000000,    1000,   28687.18,                       inplace_rev, 1
   1000000,   10000,    2826.61,                       inplace_rev, 1
   1000000,   20000,    1412.36,                       inplace_rev, 1
   1000000,   50000,     561.11,                       inplace_rev, 1
   1000000,  100000,     273.22,                       inplace_rev, 1
   1000000,  200000,     116.04,                       inplace_rev, 1
   1000000,  500000,      33.71,                       inplace_rev, 1
   1000000,  900000,       7.81,                       inplace_rev, 1
   1000000,  950000,       6.03,                       inplace_rev, 1
        10,       1,      92.60,                         pitdicker, 1
        10,       2,      54.62,                         pitdicker, 1
        10,       5,      33.20,                         pitdicker, 1
        10,       9,      19.35,                         pitdicker, 1
        10,      10,      16.55,                         pitdicker, 1
       100,       1,      92.24,                         pitdicker, 1
       100,       2,      59.70,                         pitdicker, 1
       100,       5,      43.82,                         pitdicker, 1
       100,      10,      49.90,                         pitdicker, 1
       100,      20,      43.97,                         pitdicker, 1
       100,      50,      26.26,                         pitdicker, 1
       100,      90,      11.66,                         pitdicker, 1
       100,      95,      10.41,                         pitdicker, 1
       100,     100,       9.31,                         pitdicker, 1
       500,       1,      92.93,                         pitdicker, 1
       500,       2,      59.03,                         pitdicker, 1
       500,       5,      40.98,                         pitdicker, 1
       500,      10,      36.15,                         pitdicker, 1
       500,      20,      37.33,                         pitdicker, 1
       500,      25,      39.48,                         pitdicker, 1
       500,      50,      53.75,                         pitdicker, 1
       500,     100,      43.26,                         pitdicker, 1
       500,     200,      30.18,                         pitdicker, 1
       500,     250,      25.33,                         pitdicker, 1
       500,     450,      10.77,                         pitdicker, 1
       500,     475,       9.48,                         pitdicker, 1
       500,     500,       8.38,                         pitdicker, 1
      1000,       1,      92.30,                         pitdicker, 1
      1000,       2,      59.27,                         pitdicker, 1
      1000,       5,      40.64,                         pitdicker, 1
      1000,      10,      35.07,                         pitdicker, 1
      1000,      20,      33.91,                         pitdicker, 1
      1000,      50,      41.57,                         pitdicker, 1
      1000,     100,      55.77,                         pitdicker, 1
      1000,     200,      42.99,                         pitdicker, 1
      1000,     500,      25.05,                         pitdicker, 1
      1000,     900,      10.51,                         pitdicker, 1
      1000,     950,       9.40,                         pitdicker, 1
      1000,    1000,       8.33,                         pitdicker, 1
   1000000,       1,      92.48,                         pitdicker, 1
   1000000,       2,      60.59,                         pitdicker, 1
   1000000,       5,      40.86,                         pitdicker, 1
   1000000,      10,      34.02,                         pitdicker, 1
   1000000,      20,      30.55,                         pitdicker, 1
   1000000,      50,      28.78,                         pitdicker, 1
   1000000,     100,      27.87,                         pitdicker, 1
   1000000,     200,      27.79,                         pitdicker, 1
   1000000,     500,      28.23,                         pitdicker, 1
   1000000,    1000,      31.09,                         pitdicker, 1
   1000000,   10000,      43.22,                         pitdicker, 1
   1000000,   20000,      44.33,                         pitdicker, 1
   1000000,   50000,      47.84,                         pitdicker, 1
   1000000,  100000,      60.88,                         pitdicker, 1
   1000000,  200000,      43.29,                         pitdicker, 1
   1000000,  500000,      28.09,                         pitdicker, 1
   1000000,  900000,      13.79,                         pitdicker, 1
   1000000,  950000,      12.55,                         pitdicker, 1
1000000000,       1,      92.23,                         pitdicker, 1
1000000000,       2,      58.92,                         pitdicker, 1
1000000000,       5,      40.39,                         pitdicker, 1
1000000000,      10,      34.33,                         pitdicker, 1
1000000000,      20,      30.64,                         pitdicker, 1
1000000000,      50,      28.64,                         pitdicker, 1
1000000000,     100,      27.98,                         pitdicker, 1
1000000000,     200,      27.41,                         pitdicker, 1
1000000000,     500,      27.15,                         pitdicker, 1
1000000000,    1000,      27.02,                         pitdicker, 1
1000000000,   10000,      27.42,                         pitdicker, 1
1000000000,   20000,      28.82,                         pitdicker, 1
1000000000,   50000,      35.23,                         pitdicker, 1
1000000000,  100000,      40.12,                         pitdicker, 1
1000000000,  200000,      41.74,                         pitdicker, 1
1000000000,  500000,      45.33,                         pitdicker, 1
1000000000,  900000,      45.91,                         pitdicker, 1
1000000000,  950000,      45.61,                         pitdicker, 1
