length, amount, time, algorithm, discard
1000000000,      50,      20.21,                         floyd_vec, 1
1000000000,     100,      28.24,                         floyd_vec, 1
1000000000,     200,      42.41,                         floyd_vec, 1
1000000000,     500,      74.47,                         floyd_vec, 1
1000000000,    1000,     124.23,                         floyd_vec, 1
1000000000,   10000,    1117.47,                         floyd_vec, 1
1000000000,   20000,    2387.57,                         floyd_vec, 1
1000000000,   50000,    6001.47,                         floyd_vec, 3
1000000000,  100000,   12305.00,                         floyd_vec, 11
1000000000,  200000,   25000.59,                         floyd_vec, 10
        10,       1,      62.57,                  floyd_sorted_vec, 1
        10,       2,      47.91,                  floyd_sorted_vec, 1
        10,       5,      38.66,                  floyd_sorted_vec, 1
        10,       9,      39.45,                  floyd_sorted_vec, 1
        10,      10,      38.43,                  floyd_sorted_vec, 1
       100,       1,      56.69,                  floyd_sorted_vec, 1
       100,       2,      39.82,                  floyd_sorted_vec, 1
       100,       5,      34.30,                  floyd_sorted_vec, 1
       100,      10,      37.55,                  floyd_sorted_vec, 1
       100,      20,      44.10,                  floyd_sorted_vec, 1
       100,      50,      49.41,                  floyd_sorted_vec, 1
       100,      90,      48.95,                  floyd_sorted_vec, 1
       100,      95,      47.92,                  floyd_sorted_vec, 1
       100,     100,      45.55,                  floyd_sorted_vec, 1
       500,       1,      52.58,                  floyd_sorted_vec, 1
       500,       2,      35.37,                  floyd_sorted_vec, 1
       500,       5,      29.04,                  floyd_sorted_vec, 1
       500,      10,      31.43,                  floyd_sorted_vec, 1
       500,      20,      36.64,                  floyd_sorted_vec, 1
       500,      25,      38.62,                  floyd_sorted_vec, 1
       500,      50,      44.20,                  floyd_sorted_vec, 1
       500,     100,      51.29,                  floyd_sorted_vec, 1
       500,     200,      59.15,                  floyd_sorted_vec, 1
       500,     250,      61.72,                  floyd_sorted_vec, 1
       500,     450,      59.58,                  floyd_sorted_vec, 1
       500,     475,      57.90,                  floyd_sorted_vec, 1
       500,     500,      54.70,                  floyd_sorted_vec, 1
      1000,       1,      52.59,                  floyd_sorted_vec, 1
      1000,       2,      35.39,                  floyd_sorted_vec, 1
      1000,       5,      28.98,                  floyd_sorted_vec, 1
      1000,      10,      31.32,                  floyd_sorted_vec, 1
      1000,      20,      37.79,                  floyd_sorted_vec, 1
      1000,      50,      43.99,                  floyd_sorted_vec, 1
      1000,     100,      50.54,                  floyd_sorted_vec, 1
      1000,     200,      57.77,                  floyd_sorted_vec, 1
      1000,     500,      68.30,                  floyd_sorted_vec, 1
      1000,     900,      64.84,                  floyd_sorted_vec, 1
      1000,     950,      63.22,                  floyd_sorted_vec, 1
      1000,    1000,      59.12,                  floyd_sorted_vec, 1
   1000000,       1,      53.00,                  floyd_sorted_vec, 1
   1000000,       2,      35.76,                  floyd_sorted_vec, 1
   1000000,       5,      29.38,                  floyd_sorted_vec, 1
   1000000,      10,      31.71,                  floyd_sorted_vec, 1
   1000000,      20,      36.79,                  floyd_sorted_vec, 1
   1000000,      50,      43.65,                  floyd_sorted_vec, 1
   1000000,     100,      50.23,                  floyd_sorted_vec, 1
   1000000,     200,      56.49,                  floyd_sorted_vec, 1
   1000000,     500,      66.65,                  floyd_sorted_vec, 1
   1000000,    1000,      79.55,                  floyd_sorted_vec, 1
   1000000,   10000,     293.91,                  floyd_sorted_vec, 1
   1000000,   20000,     581.79,                  floyd_sorted_vec, 1
   1000000,   50000,    1513.27,                  floyd_sorted_vec, 1
   1000000,  100000,    3749.73,                  floyd_sorted_vec, 3
   1000000,  200000,    7891.59,                  floyd_sorted_vec, 11
1000000000,       1,      53.79,                  floyd_sorted_vec, 1
1000000000,       2,      36.35,                  floyd_sorted_vec, 1
1000000000,       5,      30.70,                  floyd_sorted_vec, 1
1000000000,      10,      33.22,                  floyd_sorted_vec, 1
1000000000,      20,      38.48,                  floyd_sorted_vec, 1
1000000000,      50,      45.26,                  floyd_sorted_vec, 1
1000000000,     100,      52.06,                  floyd_sorted_vec, 1
1000000000,     200,      58.63,                  floyd_sorted_vec, 1
1000000000,     500,      69.10,                  floyd_sorted_vec, 1
1000000000,    1000,      81.27,                  floyd_sorted_vec, 1
1000000000,   10000,     296.65,                  floyd_sorted_vec, 1
1000000000,   20000,     586.23,                  floyd_sorted_vec, 1
1000000000,   50000,    1572.10,                  floyd_sorted_vec, 1
1000000000,  100000,    4024.70,                  floyd_sorted_vec, 4
1000000000,  200000,    9191.95,                  floyd_sorted_vec, 11
        10,       1,     117.98,                       floyd_btree, 1
        10,       2,      82.90,                       floyd_btree, 1
        10,       5,      66.26,                       floyd_btree, 1
        10,       9,      70.69,                       floyd_btree, 1
        10,      10,      71.96,                       floyd_btree, 1
       100,       1,     112.29,                       floyd_btree, 1
       100,       2,      76.01,                       floyd_btree, 1
       100,       5,      59.40,                       floyd_btree, 1
       100,      10,      60.11,                       floyd_btree, 1
       100,      20,      74.63,                       floyd_btree, 1
       100,      50,      84.58,                       floyd_btree, 1
       100,      90,      96.68,                       floyd_btree, 1
       100,      95,     100.08,                       floyd_btree, 1
       100,     100,     104.31,                       floyd_btree, 1
       500,       1,     108.79,                       floyd_btree, 1
       500,       2,      71.97,                       floyd_btree, 1
       500,       5,      53.22,                       floyd_btree, 1
       500,      10,      53.47,                       floyd_btree, 1
       500,      20,      66.39,                       floyd_btree, 1
       500,      25,      69.63,                       floyd_btree, 1
       500,      50,      74.19,                       floyd_btree, 1
       500,     100,      79.87,                       floyd_btree, 1
       500,     200,      93.37,                       floyd_btree, 1
       500,     250,      98.22,                       floyd_btree, 1
       500,     450,     113.28,                       floyd_btree, 1
       500,     475,     116.23,                       floyd_btree, 1
       500,     500,     124.41,                       floyd_btree, 1
      1000,       1,     109.38,                       floyd_btree, 1
      1000,       2,      72.45,                       floyd_btree, 1
      1000,       5,      53.08,                       floyd_btree, 1
      1000,      10,      53.16,                       floyd_btree, 1
      1000,      20,      66.04,                       floyd_btree, 1
      1000,      50,      73.16,                       floyd_btree, 1
      1000,     100,      77.80,                       floyd_btree, 1
      1000,     200,      88.11,                       floyd_btree, 1
      1000,     500,     102.70,                       floyd_btree, 1
      1000,     900,     119.70,                       floyd_btree, 1
      1000,     950,     123.10,                       floyd_btree, 1
      1000,    1000,     127.42,                       floyd_btree, 1
   1000000,       1,     109.50,                       floyd_btree, 1
   1000000,       2,      72.32,                       floyd_btree, 1
   1000000,       5,      53.54,                       floyd_btree, 1
   1000000,      10,      53.48,                       floyd_btree, 1
   1000000,      20,      66.12,                       floyd_btree, 1
   1000000,      50,      74.15,                       floyd_btree, 1
   1000000,     100,      75.59,                       floyd_btree, 1
   1000000,     200,      83.27,                       floyd_btree, 1
   1000000,     500,      88.04,                       floyd_btree, 1
   1000000,    1000,      93.00,                       floyd_btree, 1
   1000000,   10000,     114.13,                       floyd_btree, 1
   1000000,   20000,     122.89,                       floyd_btree, 1
   1000000,   50000,     136.56,                       floyd_btree, 1
   1000000,  100000,     152.72,                       floyd_btree, 1
   1000000,  200000,     181.12,                       floyd_btree, 1
   1000000,  500000,     247.93,                       floyd_btree, 1
   1000000,  900000,     321.77,                       floyd_btree, 2
   1000000,  950000,     328.62,                       floyd_btree, 3
1000000000,       1,     109.95,                       floyd_btree, 1
1000000000,       2,      72.70,                       floyd_btree, 1
1000000000,       5,      54.01,                       floyd_btree, 1
1000000000,      10,      54.06,                       floyd_btree, 1
1000000000,      20,      66.87,                       floyd_btree, 1
1000000000,      50,      75.33,                       floyd_btree, 1
1000000000,     100,      76.02,                       floyd_btree, 1
1000000000,     200,      84.09,                       floyd_btree, 1
1000000000,     500,      88.54,                       floyd_btree, 1
1000000000,    1000,      93.44,                       floyd_btree, 1
1000000000,   10000,     115.81,                       floyd_btree, 1
1000000000,   20000,     122.01,                       floyd_btree, 1
1000000000,   50000,     135.28,                       floyd_btree, 1
1000000000,  100000,     146.98,                       floyd_btree, 1
1000000000,  200000,     160.22,                       floyd_btree, 1
1000000000,  500000,     222.87,                       floyd_btree, 1
1000000000,  900000,     289.20,                       floyd_btree, 2
1000000000,  950000,     297.38,                       floyd_btree, 2
        10,       1,     152.38,                floyd_btree_sorted, 1
        10,       2,     101.73,                floyd_btree_sorted, 1
        10,       5,      74.13,                floyd_btree_sorted, 1
        10,       9,      79.24,                floyd_btree_sorted, 1
        10,      10,      76.89,                floyd_btree_sorted, 1
       100,       1,     148.35,                floyd_btree_sorted, 1
       100,       2,      93.91,                floyd_btree_sorted, 1
       100,       5,      67.45,                floyd_btree_sorted, 1
       100,      10,      64.63,                floyd_btree_sorted, 1
       100,      20,      79.68,                floyd_btree_sorted, 1
       100,      50,      88.95,                floyd_btree_sorted, 1
       100,      90,      99.31,                floyd_btree_sorted, 1
       100,      95,     102.13,                floyd_btree_sorted, 1
       100,     100,     106.65,                floyd_btree_sorted, 1
       500,       1,     142.63,                floyd_btree_sorted, 1
       500,       2,      89.82,                floyd_btree_sorted, 1
       500,       5,      61.33,                floyd_btree_sorted, 1
       500,      10,      58.21,                floyd_btree_sorted, 1
       500,      20,      71.51,                floyd_btree_sorted, 1
       500,      25,      73.86,                floyd_btree_sorted, 1
       500,      50,      78.01,                floyd_btree_sorted, 1
       500,     100,      83.96,                floyd_btree_sorted, 1
       500,     200,      96.74,                floyd_btree_sorted, 1
       500,     250,     101.18,                floyd_btree_sorted, 1
       500,     450,     115.84,                floyd_btree_sorted, 1
       500,     475,     118.80,                floyd_btree_sorted, 1
       500,     500,     120.93,                floyd_btree_sorted, 1
      1000,       1,     142.46,                floyd_btree_sorted, 1
      1000,       2,      89.91,                floyd_btree_sorted, 1
      1000,       5,      61.13,                floyd_btree_sorted, 1
      1000,      10,      57.91,                floyd_btree_sorted, 1
      1000,      20,      71.07,                floyd_btree_sorted, 1
      1000,      50,      77.10,                floyd_btree_sorted, 1
      1000,     100,      84.35,                floyd_btree_sorted, 1
      1000,     200,      91.64,                floyd_btree_sorted, 1
      1000,     500,     105.82,                floyd_btree_sorted, 1
      1000,     900,     122.36,                floyd_btree_sorted, 1
      1000,     950,     125.50,                floyd_btree_sorted, 1
      1000,    1000,     129.56,                floyd_btree_sorted, 1
   1000000,       1,     144.09,                floyd_btree_sorted, 1
   1000000,       2,      92.11,                floyd_btree_sorted, 1
   1000000,       5,      63.44,                floyd_btree_sorted, 1
   1000000,      10,      60.70,                floyd_btree_sorted, 1
   1000000,      20,      72.04,                floyd_btree_sorted, 1
   1000000,      50,      76.13,                floyd_btree_sorted, 1
   1000000,     100,      79.25,                floyd_btree_sorted, 1
   1000000,     200,      86.49,                floyd_btree_sorted, 1
   1000000,     500,      91.50,                floyd_btree_sorted, 1
   1000000,    1000,      96.61,                floyd_btree_sorted, 1
   1000000,   10000,     117.78,                floyd_btree_sorted, 1
   1000000,   20000,     127.46,                floyd_btree_sorted, 1
   1000000,   50000,     140.44,                floyd_btree_sorted, 1
   1000000,  100000,     156.99,                floyd_btree_sorted, 1
   1000000,  200000,     186.28,                floyd_btree_sorted, 1
   1000000,  500000,     251.97,                floyd_btree_sorted, 1
   1000000,  900000,     317.72,                floyd_btree_sorted, 2
   1000000,  950000,     327.33,                floyd_btree_sorted, 3
1000000000,       1,     144.31,                floyd_btree_sorted, 1
1000000000,       2,      90.69,                floyd_btree_sorted, 1
1000000000,       5,      64.62,                floyd_btree_sorted, 1
1000000000,      10,      59.08,                floyd_btree_sorted, 1
1000000000,      20,      72.41,                floyd_btree_sorted, 1
1000000000,      50,      77.64,                floyd_btree_sorted, 1
1000000000,     100,      79.70,                floyd_btree_sorted, 1
1000000000,     200,      87.67,                floyd_btree_sorted, 1
1000000000,     500,      92.67,                floyd_btree_sorted, 1
1000000000,    1000,      97.19,                floyd_btree_sorted, 1
1000000000,   10000,     117.95,                floyd_btree_sorted, 1
1000000000,   20000,     126.73,                floyd_btree_sorted, 1
1000000000,   50000,     139.94,                floyd_btree_sorted, 1
1000000000,  100000,     151.57,                floyd_btree_sorted, 1
1000000000,  200000,     166.63,                floyd_btree_sorted, 1
1000000000,  500000,     228.96,                floyd_btree_sorted, 1
1000000000,  900000,     299.09,                floyd_btree_sorted, 2
1000000000,  950000,     306.46,                floyd_btree_sorted, 2
        10,       1,      65.61,                           inplace, 1
        10,       2,      43.74,                           inplace, 1
        10,       5,      28.56,                           inplace, 1
        10,       9,      25.54,                           inplace, 1
        10,      10,      25.58,                           inplace, 1
       100,       1,      75.98,                           inplace, 1
       100,       2,      45.32,                           inplace, 1
       100,       5,      27.51,                           inplace, 1
       100,      10,      22.15,                           inplace, 1
       100,      20,      19.80,                           inplace, 1
       100,      50,      18.91,                           inplace, 1
       100,      90,      17.76,                           inplace, 1
       100,      95,      17.69,                           inplace, 1
       100,     100,      17.88,                           inplace, 1
       500,       1,     123.64,                           inplace, 1
       500,       2,      67.24,                           inplace, 1
       500,       5,      33.56,                           inplace, 1
       500,      10,      22.00,                           inplace, 1
       500,      20,      16.29,                           inplace, 1
       500,      25,      15.12,                           inplace, 1
       500,      50,      13.03,                           inplace, 1
       500,     100,      12.89,                           inplace, 1
       500,     200,      14.92,                           inplace, 1
       500,     250,      16.22,                           inplace, 1
       500,     450,      15.76,                           inplace, 1
       500,     475,      15.83,                           inplace, 1
       500,     500,      15.95,                           inplace, 1
      1000,       1,     196.29,                           inplace, 1
      1000,       2,     102.11,                           inplace, 1
      1000,       5,      47.69,                           inplace, 1
      1000,      10,      28.91,                           inplace, 1
      1000,      20,      19.64,                           inplace, 1
      1000,      50,      13.88,                           inplace, 1
      1000,     100,      12.62,                           inplace, 1
      1000,     200,      12.62,                           inplace, 1
      1000,     500,      15.93,                           inplace, 1
      1000,     900,      15.63,                           inplace, 1
      1000,     950,      15.69,                           inplace, 1
      1000,    1000,      15.78,                           inplace, 1
   1000000,       1, 3104306.25,                           inplace, 1
   1000000,       2, 1637171.25,                           inplace, 1
   1000000,       5,  629303.56,                           inplace, 1
   1000000,      10,  312934.38,                           inplace, 1
   1000000,      20,  156865.72,                           inplace, 1
   1000000,      50,   65614.68,                           inplace, 1
   1000000,     100,   32536.39,                           inplace, 1
   1000000,     200,   15766.27,                           inplace, 1
   1000000,     500,    6263.94,                           inplace, 1
   1000000,    1000,    3187.52,                           inplace, 1
   1000000,   10000,     369.46,                           inplace, 1
   1000000,   20000,     200.92,                           inplace, 1
   1000000,   50000,     108.76,                           inplace, 1
   1000000,  100000,      76.30,                           inplace, 1
   1000000,  200000,      54.69,                           inplace, 1
   1000000,  500000,      40.31,                           inplace, 1
   1000000,  900000,      30.32,                           inplace, 1
   1000000,  950000,      29.04,                           inplace, 1
        10,       1,     233.16,                       inplace_rev, 1
        10,       2,     101.09,                       inplace_rev, 1
        10,       5,      28.23,                       inplace_rev, 1
        10,       9,       7.58,                       inplace_rev, 1
        10,      10,       4.78,                       inplace_rev, 1
       100,       1,    1718.12,                       inplace_rev, 1
       100,       2,     846.82,                       inplace_rev, 1
       100,       5,     327.33,                       inplace_rev, 1
       100,      10,     154.99,                       inplace_rev, 1
       100,      20,      69.07,                       inplace_rev, 1
       100,      50,      17.93,                       inplace_rev, 1
       100,      90,       2.53,                       inplace_rev, 1
       100,      95,       1.53,                       inplace_rev, 1
       100,     100,       0.73,                       inplace_rev, 1
       500,       1,    7791.45,                       inplace_rev, 1
       500,       2,    3865.94,                       inplace_rev, 1
       500,       5,    1541.61,                       inplace_rev, 1
       500,      10,     761.63,                       inplace_rev, 1
       500,      20,     374.39,                       inplace_rev, 1
       500,      25,     294.45,                       inplace_rev, 1
       500,      50,     139.95,                       inplace_rev, 1
       500,     100,      61.30,                       inplace_rev, 1
       500,     200,      22.62,                       inplace_rev, 1
       500,     250,      16.02,                       inplace_rev, 1
       500,     450,       1.51,                       inplace_rev, 1
       500,     475,       0.87,                       inplace_rev, 1
       500,     500,       0.31,                       inplace_rev, 1
      1000,       1,   15432.65,                       inplace_rev, 1
      1000,       2,    7704.80,                       inplace_rev, 1
      1000,       5,    3070.32,                       inplace_rev, 1
      1000,      10,    1526.85,                       inplace_rev, 1
      1000,      20,     755.33,                       inplace_rev, 1
      1000,      50,     293.84,                       inplace_rev, 1
      1000,     100,     138.06,                       inplace_rev, 1
      1000,     200,      61.06,                       inplace_rev, 1
      1000,     500,      15.68,                       inplace_rev, 1
      1000,     900,       1.46,                       inplace_rev, 1
      1000,     950,       0.81,                       inplace_rev, 1
      1000,    1000,       0.26,                       inplace_rev, 1
   1000000,       1, 29016594.00,                       inplace_rev, 1
   1000000,       2, 14538677.00,                       inplace_rev, 1
   1000000,       5, 5802921.00,                       inplace_rev, 1
   1000000,      10, 2853993.75,                       inplace_rev, 1
   1000000,      20, 1501596.75,                       inplace_rev, 1
   1000000,      50,  575524.25,                       inplace_rev, 1
   1000000,     100,  288239.09,                       inplace_rev, 1
   1000000,     200,  144491.28,                       inplace_rev, 1
   1000000,     500,   57157.14,                       inplace_rev, 1
   1000000,    1000,   28775.67,                       inplace_rev, 1
   1000000,   10000,    2864.88,                       inplace_rev, 1
   1000000,   20000,    1430.58,                       inplace_rev, 1
   1000000,   50000,     560.55,                       inplace_rev, 1
   1000000,  100000,     272.14,                       inplace_rev, 1
   1000000,  200000,     128.75,                       inplace_rev, 1
   1000000,  500000,      40.51,                       inplace_rev, 1
   1000000,  900000,       8.84,                       inplace_rev, 1
   1000000,  950000,       6.18,                       inplace_rev, 1
        10,       1,      86.67,                         pitdicker, 1
        10,       2,      52.20,                         pitdicker, 1
        10,       5,      31.09,                         pitdicker, 1
        10,       9,      17.01,                         pitdicker, 1
        10,      10,      14.62,                         pitdicker, 1
       100,       1,      85.59,                         pitdicker, 1
       100,       2,      55.82,                         pitdicker, 1
       100,       5,      41.77,                         pitdicker, 1
       100,      10,      47.20,                         pitdicker, 1
       100,      20,      42.39,                         pitdicker, 1
       100,      50,      24.61,                         pitdicker, 1
       100,      90,      10.41,                         pitdicker, 1
       100,      95,       9.16,                         pitdicker, 1
       100,     100,       8.01,                         pitdicker, 1
       500,       1,      86.11,                         pitdicker, 1
       500,       2,      57.14,                         pitdicker, 1
       500,       5,      39.12,                         pitdicker, 1
       500,      10,      34.43,                         pitdicker, 1
       500,      20,      35.67,                         pitdicker, 1
       500,      25,      37.52,                         pitdicker, 1
       500,      50,      52.42,                         pitdicker, 1
       500,     100,      42.14,                         pitdicker, 1
       500,     200,      28.89,                         pitdicker, 1
       500,     250,      24.37,                         pitdicker, 1
       500,     450,       9.68,                         pitdicker, 1
       500,     475,       8.45,                         pitdicker, 1
       500,     500,       7.30,                         pitdicker, 1
      1000,       1,      85.54,                         pitdicker, 1
      1000,       2,      54.99,                         pitdicker, 1
      1000,       5,      38.83,                         pitdicker, 1
      1000,      10,      33.32,                         pitdicker, 1
      1000,      20,      32.42,                         pitdicker, 1
      1000,      50,      39.84,                         pitdicker, 1
      1000,     100,      54.36,                         pitdicker, 1
      1000,     200,      42.20,                         pitdicker, 1
      1000,     500,      23.93,                         pitdicker, 1
      1000,     900,       9.53,                         pitdicker, 1
      1000,     950,       8.29,                         pitdicker, 1
      1000,    1000,       7.16,                         pitdicker, 1
   1000000,       1,      85.52,                         pitdicker, 1
   1000000,       2,      54.95,                         pitdicker, 1
   1000000,       5,      38.32,                         pitdicker, 1
   1000000,      10,      32.45,                         pitdicker, 1
   1000000,      20,      29.09,                         pitdicker, 1
   1000000,      50,      27.11,                         pitdicker, 1
   1000000,     100,      27.44,                         pitdicker, 1
   1000000,     200,      26.55,                         pitdicker, 1
   1000000,     500,      27.14,                         pitdicker, 1
   1000000,    1000,      30.23,                         pitdicker, 1
   1000000,   10000,      42.10,                         pitdicker, 1
   1000000,   20000,      43.35,                         pitdicker, 1
   1000000,   50000,      46.87,                         pitdicker, 1
   1000000,  100000,      59.66,                         pitdicker, 1
   1000000,  200000,      42.31,                         pitdicker, 1
   1000000,  500000,      27.08,                         pitdicker, 1
   1000000,  900000,      12.79,                         pitdicker, 1
   1000000,  950000,      11.75,                         pitdicker, 1
1000000000,       1,      86.17,                         pitdicker, 1
1000000000,       2,      54.96,                         pitdicker, 1
1000000000,       5,      38.60,                         pitdicker, 1
1000000000,      10,      32.31,                         pitdicker, 1
1000000000,      20,      29.25,                         pitdicker, 1
1000000000,      50,      27.13,                         pitdicker, 1
1000000000,     100,      26.60,                         pitdicker, 1
1000000000,     200,      26.26,                         pitdicker, 1
1000000000,     500,      25.95,                         pitdicker, 1
1000000000,    1000,      25.90,                         pitdicker, 1
1000000000,   10000,      26.36,                         pitdicker, 1
1000000000,   20000,      27.82,                         pitdicker, 1
1000000000,   50000,      33.71,                         pitdicker, 1
1000000000,  100000,      38.52,                         pitdicker, 1
1000000000,  200000,      40.89,                         pitdicker, 1
1000000000,  500000,      44.52,                         pitdicker, 1
1000000000,  900000,      44.64,                         pitdicker, 1
1000000000,  950000,      44.80,                         pitdicker, 1
